RawNoun,Count
moine,8
téléspectateur,8
vainqueur,8
accompagnateur,8
blogueur,8
tailleur,7
civil,7
formateur,7
fondateur,7
villageois,7
messager,7
nageur,7
inventeur,7
informaticien,7
tireur,7
berger,7
courtier,7
receveur,7
navigateur,7
huissier,7
réfugié,7
poète,6
balancier,6
survivant,6
défendeur,6
demandeur,6
serrurier,6
voleur,6
érudit,6
porteur,6
procureur,6
coéquipier,6
enquêteur,6
relayeur,6
orateur,6
narrateur,6
législateur,6
opticien,6
jongleur,6
rédacteur,6
présentateur,6
sculpteur,6
régulateur,6
bourgeois,5
brasseur,5
immigré,5
exterminateur,5
stoïcien,5
charpentier,5
magistrat,5
converti,5
archiduc,5
commandant,5
forgeron,5
ambassadeur,5
ancien,5
chevalier,5
amant,5
vampire,5
protecteur,5
prospecteur,5
mort,5
réparateur,5
intellectuel,5
menteur,5
programmeur,5
guerrier,5
appelant,4
apiculteur,4
chéri,4
acquéreur,4
pauvre,4
petit,4
politicien,4
pollinisateur,4
citadin,4
musulman,4
jumeau,4
officiel,4
contrôleur,4
nettoyeur,4
répondant,4
facteur,4
extraverti,4
fromager,4
nazi,4
conjoint,4
skieur,4
sorcier,4
ressortissant,4
potier,4
magicien,4
géant,4
conservateur,4
grimpeur,4
syndic,4
superviseur,4
druide,4
dissident,4
théologien,4
théoricien,4
testeur,4
détenteur,4
bijoutier,4
cultivateur,4
cavalier,3
bailleur,3
banquier,3
dresseur,3
doctorant,3
curieux,3
lutteur,3
metteur,3
grand-père,3
correcteur,3
connaisseur,3
généticien,3
coordinateur,3
pâtissier,3
promoteur,3
requérant,3
sultan,3
général,3
habitué,3
encadreur,3
fêtard,3
hébergeur,3
illustrateur,3
revendeur,3
installateur,3
truqueur,3
assaillant,3
cireur,3
combattant,3
gendarme,3
collecteur,3
colonisateur,3
gaucher,3
cueilleur,3
encadrant,3
monteur,3
non-fumeur,3
patron,3
offreur,3
conférencier,3
migrant,3
régisseur,3
sauveteur,3
trafiquant,2
tricoteur,2
sénateur,2
blanc,2
sujet,2
suiveur,2
conteur,2
joaillier,2
masseur,2
maraîcher,2
malais,2
cordonnier,2
correspondant,2
consul,2
vieillard,2
éboueur,2
délégué,2
pèlerin,2
prophète,2
prédateur,2
procrastinateur,2
minet,2
teinturier,2
terrien,2
écolier,2
droitier,2
tisserand,2
souverain,2
benjamin,2
bienfaiteur,2
serviteur,2
naufragé,2
nécessiteux,2
oncle,2
patineur,2
parrain,2
concubin,2
papa,2
expatrié,2
examinateur,2
dessinateur,2
imposteur,2
initié,2
résistant,2
restaurateur,2
indépendant,2
saint,2
sommelier,2
paresseux,2
pape,2
ennemi,2
envahisseur,2
enchanteur,2
gamer,2
motard,2
mourant,2
exécuteur,2
mosellan,2
chocolatier,2
chômeur,2
cheminot,2
communicant,2
troubadour,2
pionnier,2
épicier,2
télétravailleur,2
éthicien,2
archer,2
validateur,2
apôtre,2
valencien,1
veilleur,1
veuf,1
videur,1
viticulteur,1
vulgarisateur,1
végan,1
vétéran,1
zoulou,1
délinquant,1
déménageur,1
déposant,1
surveillant,1
sympathisant,1
tamoul,1
tatoueur,1
tenant,1
trésorier,1
aidant,1
adoptant,1
admirateur,1
acupuncteur,1
payeur,1
païen,1
plaignant,1
collégien,1
communicateur,1
conciliateur,1
poissonnier,1
oriental,1
orphelin,1
partageur,1
migrateur,1
confident,1
confrère,1
contemporain,1
continuateur,1
copain,1
costumier,1
coursier,1
couturier,1
militant,1
mixeur,1
modérateur,1
portier,1
possesseur,1
prescripteur,1
projeteur,1
prostitué,1
pécheur,1
quaker,1
ramoneur,1
rapporteur,1
remplaçant,1
intéressé,1
lesbien,1
libérateur,1
lorrain,1
loueur,1
luthérien,1
lycéen,1
mafieux,1
marcheur,1
mendiant,1
meunier,1
grammairien,1
greffier,1
griot,1
gueux,1
géniteur,1
habilleur,1
hindou,1
homosexuel,1
horticulteur,1
hétérosexuel,1
innocent,1
innovateur,1
retraité,1
riverain,1
romancier,1
récepteur,1
rédempteur,1
répétiteur,1
samaritain,1
sauteur,1
savant,1
servant,1
skateur,1
snowboardeur,1
soudeur,1
exposant,1
exécutant,1
facilitateur,1
florentin,1
flâneur,1
fourreur,1
fraudeur,1
garant,1
gars,1
gazonnier,1
golfeur,1
goth,1
gouverneur,1
graffeur,1
détracteur,1
envoyé,1
esthéticien,1
exilé,1
curateur,1
daltonien,1
dictateur,1
didacticien,1
duc,1
batteur,1
boucher,1
braqueur,1
buteur,1
bûcheron,1
cadet,1
campeur,1
carreleur,1
caucasien,1
changeur,1
charlatan,1
aïeul,1
épargnant,1
astrophysicien,1
épicurien,1
époux,1
assesseur,1
arrivant,1
armateur,1
arboriculteur,1
anglican,1
